,player_id,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,abdursh01,1996-97,20,VAN,NBA,PF,80,71,35.0,6.9,15.2,.453,0.1,0.3,.259,6.8,14.8,.457,.456,4.8,6.5,.746,2.7,4.2,6.9,2.2,1.0,1.0,2.8,2.5,18.7
1,abdursh01,1997-98,21,VAN,NBA,SF,82,82,36.0,8.0,16.4,.485,0.3,0.6,.412,7.7,15.8,.488,.493,6.1,7.8,.784,2.8,4.3,7.1,2.6,1.1,0.9,3.1,2.5,22.3
2,abdursh01,1998-99,22,VAN,NBA,SF,50,50,40.4,7.7,17.9,.432,0.2,0.7,.306,7.5,17.1,.438,.438,7.4,8.8,.841,2.3,5.2,7.5,3.4,1.4,1.1,3.7,2.7,23.0
3,abdursh01,1999-00,23,VAN,NBA,SF,82,82,39.3,7.2,15.6,.465,0.4,1.2,.302,6.9,14.4,.478,.477,5.4,6.7,.809,2.7,7.4,10.1,3.3,1.1,1.1,3.0,3.0,20.3
4,abdursh01,2000-01,24,VAN,NBA,SF,81,81,40.0,7.5,15.8,.472,0.1,0.8,.188,7.3,15.0,.487,.477,5.5,6.6,.834,2.2,6.9,9.1,3.1,1.1,1.0,2.9,2.9,20.5
5,abdursh01,2001-02,25,ATL,NBA,PF,77,77,38.7,7.8,16.8,.461,0.3,0.9,.300,7.5,15.9,.470,.469,5.4,6.8,.801,2.6,6.5,9.0,3.1,1.3,1.1,3.2,2.8,21.2
6,abdursh01,2002-03,26,ATL,NBA,PF,81,81,38.1,7.0,14.6,.478,0.3,0.7,.350,6.7,13.9,.485,.487,5.6,6.7,.841,2.2,6.2,8.4,3.0,1.1,0.5,2.6,3.0,19.9
7,abdursh01,2003-04,27,TOT,NBA,PF,85,56,31.6,5.9,12.4,.475,0.1,0.4,.265,5.8,12.0,.482,.480,4.4,5.0,.869,2.2,5.3,7.5,2.0,0.8,0.4,2.2,2.6,16.3
8,abdursh01,2004-05,28,POR,NBA,PF,54,49,34.6,6.2,12.4,.503,0.3,0.7,.385,6.0,11.7,.510,.514,4.1,4.7,.866,2.3,5.0,7.3,2.1,0.9,0.5,2.2,2.8,16.8
9,abdursh01,2005-06,29,SAC,NBA,PF,72,30,27.2,4.6,8.8,.525,0.1,0.3,.227,4.5,8.5,.536,.529,3.0,3.9,.784,1.5,3.5,5.0,2.1,0.7,0.6,1.5,3.2,12.3
10,abdursh01,2006-07,30,SAC,NBA,C,80,45,25.2,3.9,8.2,.474,0.0,0.3,.150,3.8,7.9,.484,.476,2.1,2.9,.726,1.5,3.5,5.0,1.4,0.7,0.5,1.5,3.0,9.9
11,abdursh01,2007-08,31,SAC,NBA,PF,6,0,8.5,0.5,2.3,.214,0.0,0.0,,0.5,2.3,.214,.214,0.7,0.7,1.000,1.0,0.7,1.7,0.7,0.2,0.0,0.2,1.5,1.7
12,ackeral01,2005-06,23,DET,NBA,SG,5,0,7.0,0.8,3.2,.250,0.2,1.0,.200,0.6,2.2,.273,.281,0.0,0.0,,0.2,0.8,1.0,0.8,0.2,0.0,0.8,0.8,1.8
13,ackeral01,2008-09,26,TOT,NBA,SG,25,0,8.0,1.2,3.0,.395,0.3,0.8,.350,0.9,2.2,.411,.441,0.2,0.4,.500,0.3,0.6,1.0,0.5,0.2,0.2,0.3,0.4,2.9
14,acyqu01,2012-13,22,TOR,NBA,PF,29,0,11.8,1.4,2.6,.560,0.0,0.1,.500,1.4,2.5,.562,.567,1.1,1.3,.816,1.0,1.6,2.7,0.4,0.4,0.5,0.6,1.8,4.0
15,acyqu01,2013-14,23,TOT,NBA,SF,63,0,13.4,1.0,2.2,.468,0.1,0.2,.267,1.0,2.0,.492,.482,0.6,0.8,.660,1.1,2.3,3.4,0.4,0.4,0.4,0.5,1.9,2.7
16,acyqu01,2014-15,24,NYK,NBA,PF,68,22,18.9,2.2,4.9,.459,0.3,0.9,.300,2.0,4.0,.494,.486,1.1,1.4,.784,1.2,3.3,4.4,1.0,0.4,0.3,0.9,2.2,5.9
17,acyqu01,2015-16,25,SAC,NBA,PF,59,29,14.8,2.0,3.6,.556,0.3,0.8,.388,1.7,2.8,.606,.600,0.8,1.2,.735,1.1,2.1,3.2,0.5,0.5,0.4,0.5,1.7,5.2
18,acyqu01,2016-17,26,TOT,NBA,PF,18,0,10.1,1.7,3.6,.462,0.8,1.7,.467,0.9,1.9,.457,.569,0.9,1.1,.850,0.7,1.4,2.2,0.1,0.2,0.4,0.4,1.4,5.1
19,adamsha01,2006-07,22,NJN,NBA,SG,61,8,8.1,1.2,2.2,.556,0.0,0.0,.000,1.2,2.2,.560,.556,0.4,0.6,.667,0.6,0.7,1.3,0.2,0.3,0.1,0.4,0.8,2.9
20,adamsha01,2008-09,24,TOR,NBA,SG,12,0,4.3,0.3,1.1,.308,0.0,0.0,,0.3,1.1,.308,.308,0.3,0.5,.500,0.1,0.5,0.6,0.1,0.1,0.1,0.3,0.3,0.9
21,adamsjo01,2014-15,20,MEM,NBA,SG,30,0,8.3,1.2,2.9,.407,0.3,0.8,.400,0.8,2.0,.410,.465,0.5,0.8,.609,0.3,0.6,0.9,0.5,0.5,0.2,0.5,0.8,3.1
22,adamsjo01,2015-16,21,MEM,NBA,SG,2,0,7.5,1.0,3.0,.333,0.0,0.5,.000,1.0,2.5,.400,.333,1.5,2.5,.600,0.0,1.0,1.0,1.5,1.5,0.0,1.0,1.0,3.5
23,adamsst01,2013-14,20,OKC,NBA,C,81,20,14.8,1.1,2.3,.503,0.0,0.0,,1.1,2.3,.503,.503,1.0,1.7,.581,1.8,2.3,4.1,0.5,0.5,0.7,0.9,2.5,3.3
24,adamsst01,2014-15,21,OKC,NBA,C,70,67,25.3,3.1,5.7,.544,0.0,0.0,.000,3.1,5.7,.547,.544,1.5,2.9,.502,2.8,4.6,7.5,0.9,0.5,1.2,1.4,3.2,7.7
25,adamsst01,2015-16,22,OKC,NBA,C,80,80,25.2,3.3,5.3,.613,0.0,0.0,,3.3,5.3,.613,.613,1.4,2.5,.582,2.7,3.9,6.7,0.8,0.5,1.1,1.1,2.8,8.0
26,adamsst01,2016-17,23,OKC,NBA,C,55,55,30.8,5.0,8.8,.573,0.0,0.0,.000,5.0,8.7,.575,.573,2.2,3.2,.674,3.5,4.5,7.9,1.1,1.1,1.1,2.0,2.4,12.2
27,adrieje01,2010-11,24,GSW,NBA,PF,23,0,8.5,1.0,2.3,.426,0.0,0.0,,1.0,2.3,.426,.426,0.5,0.8,.579,1.0,1.5,2.5,0.4,0.2,0.2,0.4,1.2,2.5
28,adrieje01,2011-12,25,HOU,NBA,PF,8,0,7.9,0.9,2.0,.438,0.0,0.0,,0.9,2.0,.438,.438,0.9,1.5,.583,0.6,2.1,2.8,0.1,0.0,0.3,0.3,1.6,2.6
29,adrieje01,2012-13,26,CHA,NBA,PF,52,5,13.7,1.4,3.2,.429,0.0,0.0,.000,1.4,3.2,.434,.429,1.3,1.9,.650,1.3,2.5,3.8,0.7,0.3,0.5,0.6,1.5,4.0
30,adrieje01,2013-14,27,TOT,NBA,PF,53,12,18.1,2.7,5.2,.520,0.0,0.0,,2.7,5.2,.520,.520,1.4,2.2,.639,1.9,3.8,5.8,0.7,0.5,0.7,0.7,2.0,6.8
31,adrieje01,2014-15,28,MIN,NBA,PF,17,0,12.6,1.1,2.6,.432,0.0,0.0,,1.1,2.6,.432,.432,1.3,2.2,.579,1.4,3.2,4.5,0.9,0.2,0.5,0.5,1.8,3.5
32,afflaar01,2007-08,22,DET,NBA,SG,75,9,12.9,1.3,3.2,.411,0.1,0.6,.208,1.2,2.6,.461,.432,0.9,1.2,.782,0.5,1.3,1.8,0.7,0.4,0.1,0.5,1.1,3.7
33,afflaar01,2008-09,23,DET,NBA,SG,74,8,16.7,1.8,4.1,.437,0.6,1.4,.402,1.2,2.6,.456,.508,0.8,1.0,.817,0.4,1.4,1.8,0.6,0.4,0.2,0.6,1.9,4.9
34,afflaar01,2009-10,24,DEN,NBA,SG,82,75,27.1,3.3,7.1,.465,1.3,3.0,.434,2.0,4.1,.488,.557,0.9,1.2,.735,0.7,2.4,3.1,1.7,0.6,0.4,0.9,2.7,8.8
35,afflaar01,2010-11,25,DEN,NBA,SG,69,69,33.7,4.5,9.1,.498,1.5,3.6,.423,3.0,5.5,.546,.581,2.0,2.4,.847,0.7,3.0,3.6,2.4,0.5,0.4,1.0,2.2,12.6
36,afflaar01,2011-12,26,DEN,NBA,SG,62,62,33.6,5.3,11.3,.471,1.4,3.6,.398,3.9,7.7,.504,.534,3.2,4.0,.798,0.6,2.5,3.2,2.4,0.6,0.2,1.4,2.2,15.2
37,afflaar01,2012-13,27,ORL,NBA,SF,64,64,36.0,6.2,14.1,.439,1.1,3.8,.300,5.1,10.4,.489,.478,3.0,3.5,.857,0.5,3.3,3.7,3.2,0.6,0.2,2.2,2.1,16.5
38,afflaar01,2013-14,28,ORL,NBA,SG,73,73,35.0,6.4,13.8,.459,1.8,4.1,.427,4.6,9.7,.473,.522,3.8,4.6,.815,0.4,3.2,3.6,3.4,0.5,0.0,2.0,1.9,18.2
39,afflaar01,2014-15,29,TOT,NBA,SG,78,72,32.1,4.8,11.3,.424,1.5,4.3,.354,3.3,7.1,.466,.491,2.1,2.5,.843,0.3,2.8,3.2,1.7,0.5,0.1,1.5,2.1,13.3
40,afflaar01,2015-16,30,NYK,NBA,SG,71,57,33.4,5.0,11.3,.443,1.3,3.4,.382,3.7,7.9,.469,.500,1.5,1.8,.840,0.3,3.4,3.7,2.0,0.4,0.1,1.2,2.0,12.8
41,afflaar01,2016-17,31,SAC,NBA,SG,49,34,25.6,2.8,6.5,.429,1.0,2.5,.390,1.8,4.0,.454,.505,1.2,1.4,.884,0.2,1.7,1.9,1.2,0.4,0.1,0.7,1.8,7.8
42,agerma01,2006-07,22,DAL,NBA,SG,32,1,6.7,0.7,2.2,.314,0.2,0.5,.333,0.5,1.7,.309,.350,0.6,1.0,.606,0.0,0.6,0.7,0.2,0.1,0.1,0.5,0.8,2.2
43,agerma01,2007-08,23,TOT,NBA,SG,26,3,6.3,0.8,2.5,.323,0.1,0.7,.158,0.7,1.8,.391,.346,0.2,0.5,.500,0.2,0.3,0.5,0.3,0.0,0.0,0.2,0.7,2.0
44,agerma01,2008-09,24,NJN,NBA,SG,20,0,4.9,0.8,2.2,.349,0.0,0.3,.000,0.8,1.9,.405,.349,0.2,0.4,.500,0.2,0.4,0.5,0.2,0.1,0.1,0.2,0.9,1.7
45,agerma01,2010-11,26,MIN,NBA,SG,4,0,7.3,1.5,2.8,.545,0.8,1.0,.750,0.8,1.8,.429,.682,0.0,0.0,,0.0,0.5,0.5,0.3,0.3,0.0,1.0,1.0,3.8
46,ahearbl01,2007-08,23,MIA,NBA,PG,12,0,14.8,1.3,4.8,.263,0.8,2.8,.294,0.4,1.9,.217,.351,2.5,2.6,.968,0.1,1.5,1.6,1.6,0.5,0.0,1.3,1.7,5.8
47,ahearbl01,2008-09,24,SAS,NBA,PG,3,0,6.3,0.7,2.0,.333,0.7,1.3,.500,0.0,0.7,.000,.500,0.7,0.7,1.000,0.0,0.3,0.3,0.7,0.3,0.0,0.3,1.0,2.7
48,ahearbl01,2011-12,27,UTA,NBA,PG,4,0,7.5,1.0,3.5,.286,0.5,2.3,.222,0.5,1.3,.400,.357,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,0.0,1.3,1.0,2.5
49,ajincal01,2008-09,20,CHA,NBA,PF,31,4,5.9,0.8,2.2,.362,0.0,0.1,.000,0.8,2.2,.373,.362,0.6,0.9,.714,0.3,0.7,1.0,0.1,0.2,0.2,0.4,1.1,2.3
50,ajincal01,2009-10,21,CHA,NBA,C,6,0,5.0,0.8,1.7,.500,0.0,0.0,,0.8,1.7,.500,.500,0.0,0.2,.000,0.2,0.5,0.7,0.0,0.2,0.2,0.3,0.8,1.7
51,ajincal01,2010-11,22,TOT,NBA,C,34,2,10.0,1.7,3.9,.444,0.4,1.0,.353,1.4,2.9,.475,.489,0.4,0.5,.722,0.5,1.8,2.3,0.3,0.3,0.6,0.5,2.1,4.2
52,ajincal01,2013-14,25,NOP,NBA,C,56,30,17.0,2.4,4.4,.546,0.0,0.0,.000,2.4,4.4,.548,.546,1.0,1.2,.836,1.7,3.3,4.9,0.7,0.4,0.8,1.1,3.3,5.9
53,ajincal01,2014-15,26,NOP,NBA,C,68,8,14.1,2.7,4.8,.550,0.0,0.0,,2.7,4.8,.550,.550,1.2,1.5,.818,1.5,3.1,4.6,0.7,0.3,0.8,1.0,2.2,6.5
54,ajincal01,2015-16,27,NOP,NBA,C,59,17,14.6,2.5,5.3,.476,0.0,0.0,.000,2.5,5.3,.478,.476,0.9,1.1,.839,1.3,3.3,4.6,0.5,0.3,0.6,0.9,2.3,6.0
55,ajincal01,2016-17,28,NOP,NBA,C,23,12,15.2,2.0,4.2,.464,0.0,0.1,.000,2.0,4.1,.479,.464,0.7,1.0,.708,1.1,3.4,4.5,0.3,0.5,0.7,0.9,1.9,4.7
56,akognjo01,2012-13,26,DAL,NBA,PG,3,0,3.0,0.7,1.3,.500,0.3,0.7,.500,0.3,0.7,.500,.625,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,1.0,1.7
57,alabiso01,2010-11,22,TOR,NBA,C,12,0,4.9,0.3,1.3,.200,0.0,0.0,,0.3,1.3,.200,.200,0.0,0.2,.000,0.6,0.6,1.2,0.2,0.2,0.2,0.3,0.4,0.5
58,alabiso01,2011-12,23,TOR,NBA,C,14,0,8.7,0.9,2.6,.361,0.0,0.0,,0.9,2.6,.361,.361,0.5,0.6,.875,1.1,2.3,3.4,0.2,0.1,0.6,0.4,0.8,2.4
59,aldemfu01,2014-15,23,PHI,NBA,PF,41,9,13.2,1.0,1.9,.513,0.0,0.1,.000,1.0,1.8,.548,.513,0.3,0.7,.481,1.9,2.4,4.3,0.7,0.4,0.4,0.4,2.3,2.3
60,aldrico01,2010-11,22,OKC,NBA,C,18,0,7.9,0.4,0.8,.533,0.0,0.0,,0.4,0.8,.533,.533,0.1,0.2,.500,0.7,1.2,1.9,0.2,0.3,0.4,0.4,1.7,1.0
61,aldrico01,2011-12,23,OKC,NBA,C,26,0,6.7,0.8,1.6,.524,0.0,0.0,,0.8,1.6,.524,.524,0.5,0.5,.929,0.5,1.3,1.8,0.1,0.3,0.6,0.3,0.8,2.2
62,aldrico01,2012-13,24,TOT,NBA,C,45,0,8.6,1.0,1.8,.550,0.0,0.0,,1.0,1.8,.550,.550,0.3,0.4,.600,0.7,2.0,2.7,0.2,0.1,0.5,0.5,1.3,2.2
63,aldrico01,2013-14,25,NYK,NBA,C,46,2,7.2,0.7,1.3,.541,0.0,0.0,,0.7,1.3,.541,.541,0.6,0.7,.867,0.8,2.0,2.8,0.3,0.2,0.7,0.4,0.9,2.0
64,aldrico01,2014-15,26,NYK,NBA,C,61,16,16.0,2.4,4.9,.478,0.0,0.0,,2.4,4.9,.478,.478,0.8,1.0,.781,1.7,3.9,5.5,1.2,0.6,1.1,1.0,2.0,5.5
65,aldrico01,2015-16,27,LAC,NBA,C,60,5,13.3,2.2,3.8,.596,0.0,0.0,,2.2,3.8,.596,.596,1.0,1.4,.714,1.4,3.4,4.8,0.8,0.8,1.1,1.1,2.3,5.5
66,aldrico01,2016-17,28,MIN,NBA,C,51,0,9.3,0.8,1.5,.527,0.0,0.0,,0.8,1.5,.527,.527,0.3,0.4,.667,0.9,1.9,2.8,0.5,0.5,0.4,0.3,1.6,1.8
67,aldrila01,2006-07,21,POR,NBA,C,63,22,22.1,3.8,7.6,.503,0.0,0.0,.000,3.8,7.6,.505,.503,1.3,1.8,.722,2.3,2.7,5.0,0.4,0.3,1.2,0.7,3.0,9.0
68,aldrila01,2007-08,22,POR,NBA,PF,76,76,34.9,7.4,15.3,.484,0.0,0.1,.143,7.4,15.2,.486,.484,3.0,3.9,.762,2.9,4.7,7.6,1.6,0.7,1.2,1.7,3.2,17.8
69,aldrila01,2008-09,23,POR,NBA,PF,81,81,37.1,7.4,15.3,.484,0.1,0.3,.250,7.3,15.0,.489,.486,3.2,4.1,.781,2.9,4.6,7.5,1.9,1.0,1.0,1.5,2.6,18.1
70,aldrila01,2009-10,24,POR,NBA,PF,78,78,37.5,7.4,15.0,.495,0.1,0.2,.313,7.4,14.8,.498,.497,2.9,3.9,.757,2.5,5.6,8.0,2.1,0.9,0.6,1.3,3.0,17.9
71,aldrila01,2010-11,25,POR,NBA,PF,81,81,39.6,8.7,17.5,.500,0.0,0.3,.174,8.7,17.2,.505,.501,4.3,5.5,.791,3.4,5.3,8.8,2.1,1.0,1.2,1.9,2.7,21.8
72,aldrila01,2011-12,26,POR,NBA,PF,55,55,36.3,8.8,17.1,.512,0.0,0.2,.182,8.7,16.9,.516,.513,4.1,5.0,.814,2.7,5.3,8.0,2.4,0.9,0.8,2.0,2.8,21.7
73,aldrila01,2012-13,27,POR,NBA,PF,74,74,37.7,8.6,17.8,.484,0.0,0.2,.143,8.6,17.6,.488,.485,3.8,4.7,.810,2.4,6.7,9.1,2.6,0.8,1.2,1.9,2.5,21.1
74,aldrila01,2013-14,28,POR,NBA,PF,69,69,36.2,9.4,20.6,.458,0.0,0.2,.200,9.4,20.4,.461,.459,4.3,5.2,.822,2.4,8.7,11.1,2.6,0.9,1.0,1.8,2.1,23.2
75,aldrila01,2014-15,29,POR,NBA,PF,71,71,35.4,9.3,19.9,.466,0.5,1.5,.352,8.8,18.5,.475,.479,4.3,5.1,.845,2.5,7.7,10.2,1.7,0.7,1.0,1.7,1.8,23.4
76,aldrila01,2015-16,30,SAS,NBA,PF,74,74,30.6,7.2,14.1,.513,0.0,0.2,.000,7.2,13.9,.521,.513,3.5,4.1,.858,2.4,6.2,8.5,1.5,0.5,1.1,1.3,2.0,18.0
77,aldrila01,2016-17,31,SAS,NBA,PF,51,51,32.3,6.8,14.3,.479,0.3,0.7,.421,6.5,13.5,.482,.490,3.5,4.4,.815,2.3,5.0,7.3,2.1,0.6,1.1,1.5,2.4,17.5
78,alexajo01,2008-09,22,MIL,NBA,SF,59,0,12.1,1.7,4.2,.416,0.3,0.8,.348,1.5,3.4,.432,.449,1.0,1.4,.699,0.7,1.2,1.9,0.7,0.3,0.5,0.9,1.8,4.7
79,alexajo01,2009-10,23,CHI,NBA,SF,8,0,3.6,0.1,0.8,.167,0.0,0.1,.000,0.1,0.6,.200,.167,0.3,0.4,.667,0.3,0.4,0.6,0.3,0.1,0.1,0.0,1.1,0.5
80,allenla01,2011-12,22,PHI,NBA,PF,41,15,15.2,1.9,4.1,.473,0.0,0.0,,1.9,4.1,.473,.473,0.3,0.3,.786,1.1,3.0,4.2,0.8,0.3,0.4,0.5,1.8,4.1
81,allenla01,2012-13,23,PHI,NBA,C,79,37,21.1,2.6,5.7,.454,0.0,0.0,.000,2.6,5.7,.455,.454,0.5,0.8,.717,2.0,3.0,5.0,0.9,0.3,0.7,0.7,2.3,5.8
82,allenla01,2013-14,24,TOT,NBA,PF,65,2,16.5,2.1,4.6,.447,0.0,0.2,.154,2.0,4.4,.460,.450,0.5,0.8,.660,1.8,3.0,4.8,1.1,0.4,0.5,0.7,1.9,4.7
83,allenla01,2014-15,25,IND,NBA,C,63,0,17.0,2.2,4.7,.472,0.0,0.0,,2.2,4.7,.472,.472,0.5,0.7,.702,2.0,3.2,5.1,1.2,0.2,0.7,0.6,1.6,5.0
84,allenla01,2015-16,26,IND,NBA,PF,79,28,20.2,2.4,4.7,.516,0.0,0.0,,2.4,4.7,.516,.516,0.6,0.9,.630,2.1,3.3,5.4,1.0,0.3,0.5,0.9,1.9,5.4
85,allenla01,2016-17,27,IND,NBA,PF,42,5,14.0,1.1,2.5,.439,0.0,0.0,.000,1.1,2.5,.443,.439,0.3,0.5,.650,1.2,1.6,2.8,0.9,0.3,0.3,0.4,1.2,2.5
86,allenma01,2001-02,23,MIA,NBA,PF,12,2,13.4,1.8,4.3,.431,0.0,0.1,.000,1.8,4.2,.440,.431,0.7,0.8,.800,1.3,1.9,3.2,0.4,0.3,0.7,0.2,1.3,4.3
87,allenma01,2002-03,24,MIA,NBA,PF,80,73,29.0,4.2,9.9,.424,0.0,0.1,.000,4.2,9.8,.426,.424,1.2,1.5,.802,1.7,3.6,5.3,0.7,0.5,1.0,1.6,2.9,9.6
88,allenma01,2003-04,25,MIA,NBA,PF,45,6,13.7,1.8,4.4,.419,0.0,0.0,,1.8,4.4,.419,.419,0.6,0.7,.758,0.9,1.7,2.6,0.4,0.3,0.6,0.6,1.8,4.2
89,allenma01,2004-05,26,TOT,NBA,PF,36,1,14.4,2.3,4.9,.475,0.0,0.0,,2.3,4.9,.475,.475,0.7,0.8,.929,1.1,1.6,2.8,0.5,0.3,0.6,0.5,1.5,5.4
90,allenma01,2005-06,27,CHI,NBA,PF,54,20,13.0,2.2,4.6,.490,0.0,0.0,1.000,2.2,4.6,.488,.492,0.4,0.7,.605,0.8,1.8,2.6,0.4,0.3,0.3,0.6,1.7,4.9
91,allenma01,2006-07,28,CHI,NBA,PF,60,1,10.6,1.8,4.3,.415,0.0,0.0,.000,1.8,4.3,.416,.415,0.5,0.6,.824,0.7,1.3,2.0,0.3,0.3,0.3,0.4,1.4,4.0
92,allenma01,2007-08,29,TOT,NBA,PF,73,16,15.0,2.2,4.5,.480,0.0,0.0,.500,2.1,4.5,.480,.482,0.3,0.3,.920,0.9,1.8,2.7,0.6,0.3,0.4,0.6,2.0,4.6
93,allenma01,2008-09,30,MIL,NBA,PF,49,3,11.8,1.5,3.5,.429,0.0,0.0,.000,1.5,3.4,.432,.429,0.2,0.4,.476,0.7,1.4,2.1,0.7,0.1,0.2,0.4,1.8,3.2
94,allenma01,2009-10,31,DEN,NBA,PF,51,3,8.9,0.9,2.3,.397,0.0,0.1,.167,0.9,2.2,.409,.401,0.2,0.3,.923,0.7,0.9,1.6,0.3,0.2,0.1,0.4,1.3,2.1
95,allenma01,2010-11,32,ORL,NBA,PF,18,0,9.9,0.6,1.7,.355,0.0,0.0,,0.6,1.7,.355,.355,0.1,0.1,.500,0.7,1.1,1.8,0.2,0.1,0.2,0.2,1.7,1.3
96,allenra02,1996-97,21,MIL,NBA,SG,82,81,30.9,4.8,11.1,.430,1.4,3.6,.393,3.3,7.4,.448,.494,2.5,3.0,.823,1.2,2.8,4.0,2.6,0.9,0.1,1.8,2.7,13.4
97,allenra02,1997-98,22,MIL,NBA,SG,82,82,40.1,6.9,16.0,.428,1.6,4.5,.364,5.2,11.5,.453,.479,4.2,4.8,.875,1.5,3.4,4.9,4.3,1.4,0.1,3.2,3.0,19.5
98,allenra02,1998-99,23,MIL,NBA,SG,50,50,34.4,6.1,13.5,.450,1.5,4.2,.356,4.6,9.3,.492,.505,3.5,3.9,.903,1.1,3.1,4.2,3.6,1.1,0.1,2.4,2.3,17.1
99,allenra02,1999-00,24,MIL,NBA,SG,82,82,37.4,7.8,17.2,.455,2.1,5.0,.423,5.7,12.2,.468,.516,4.3,4.9,.887,1.0,3.4,4.4,3.8,1.3,0.2,2.2,2.3,22.1
100,allenra02,2000-01,25,MIL,NBA,SG,82,82,38.2,7.7,16.0,.480,2.5,5.7,.433,5.2,10.3,.506,.557,4.2,4.8,.888,1.2,4.0,5.2,4.6,1.5,0.2,2.5,2.3,22.0
101,allenra02,2001-02,26,MIL,NBA,SG,69,67,36.6,7.7,16.6,.462,3.3,7.7,.434,4.4,9.0,.485,.561,3.1,3.6,.873,1.2,3.3,4.5,3.9,1.3,0.3,2.3,2.3,21.8
102,allenra02,2002-03,27,TOT,NBA,SG,76,75,37.9,7.9,17.9,.439,2.6,7.0,.377,5.2,10.9,.478,.512,4.2,4.5,.916,1.2,3.8,5.0,4.4,1.4,0.2,2.6,2.9,22.5
103,allenra02,2003-04,28,SEA,NBA,SG,56,56,38.4,8.0,18.2,.440,2.6,6.8,.392,5.3,11.4,.468,.512,4.4,4.8,.904,1.2,3.9,5.1,4.8,1.3,0.2,2.8,2.4,23.0
104,allenra02,2004-05,29,SEA,NBA,SG,78,78,39.3,8.2,19.2,.428,2.7,7.1,.376,5.5,12.0,.459,.498,4.8,5.5,.883,1.0,3.4,4.4,3.7,1.1,0.1,2.2,2.1,23.9
105,allenra02,2005-06,30,SEA,NBA,SG,78,78,38.7,8.7,19.2,.454,3.4,8.4,.412,5.3,10.9,.486,.544,4.2,4.6,.903,0.9,3.3,4.3,3.7,1.3,0.2,2.4,1.9,25.1
106,allenra02,2006-07,31,SEA,NBA,SG,55,55,40.3,9.2,21.0,.438,3.0,8.1,.372,6.2,12.9,.479,.510,5.1,5.6,.903,1.0,3.5,4.5,4.1,1.5,0.2,2.8,2.1,26.4
107,allenra02,2007-08,32,BOS,NBA,SG,73,73,35.9,6.0,13.5,.445,2.5,6.2,.398,3.5,7.3,.485,.537,2.9,3.2,.907,1.0,2.6,3.7,3.1,0.9,0.2,1.7,2.0,17.4
108,allenra02,2008-09,33,BOS,NBA,SG,79,79,36.4,6.3,13.2,.480,2.5,6.2,.409,3.8,7.0,.542,.575,3.0,3.2,.952,0.8,2.7,3.5,2.8,0.9,0.2,1.7,2.0,18.2
109,allenra02,2009-10,34,BOS,NBA,SG,80,80,35.2,5.8,12.2,.477,1.8,5.0,.363,4.0,7.2,.556,.551,2.9,3.2,.913,0.6,2.6,3.2,2.6,0.8,0.3,1.6,2.3,16.3
110,allenra02,2010-11,35,BOS,NBA,SG,80,80,36.1,6.0,12.2,.491,2.1,4.7,.444,3.9,7.5,.520,.577,2.4,2.7,.881,0.6,2.8,3.4,2.7,1.0,0.2,1.5,1.8,16.5
111,allenra02,2011-12,36,BOS,NBA,SG,46,42,34.0,4.9,10.7,.458,2.3,5.1,.453,2.6,5.6,.463,.566,2.1,2.3,.915,0.3,2.8,3.1,2.4,1.1,0.2,1.5,1.8,14.2
112,allenra02,2012-13,37,MIA,NBA,SG,79,0,25.8,3.7,8.2,.449,1.8,4.2,.419,1.9,4.0,.480,.555,1.8,2.0,.886,0.5,2.2,2.7,1.7,0.8,0.2,1.3,1.6,10.9
113,allenra02,2013-14,38,MIA,NBA,SG,73,9,26.5,3.3,7.4,.442,1.6,4.2,.375,1.7,3.2,.530,.549,1.4,1.6,.905,0.3,2.5,2.8,2.0,0.7,0.1,1.2,1.6,9.6
114,allento01,2004-05,23,BOS,NBA,SG,77,34,16.4,2.4,5.0,.475,0.2,0.4,.387,2.2,4.6,.483,.491,1.5,2.0,.737,1.1,1.8,2.9,0.8,1.0,0.3,1.0,2.0,6.4
115,allento01,2005-06,24,BOS,NBA,PG,51,9,19.2,2.5,5.4,.471,0.2,0.7,.324,2.3,4.7,.492,.491,2.0,2.6,.746,0.6,1.5,2.2,1.3,1.0,0.4,1.3,2.5,7.2
116,allento01,2006-07,25,BOS,NBA,SG,33,18,24.4,4.0,7.8,.514,0.2,1.0,.242,3.8,6.8,.553,.529,3.2,4.1,.784,1.1,2.7,3.8,1.7,1.5,0.4,2.3,2.6,11.5
117,allento01,2007-08,26,BOS,NBA,SG,75,11,18.3,2.3,5.2,.434,0.2,0.8,.316,2.0,4.4,.455,.458,1.8,2.4,.762,0.5,1.8,2.2,1.5,0.8,0.3,1.5,2.2,6.6
118,allento01,2008-09,27,BOS,NBA,SG,46,2,19.3,3.0,6.2,.482,0.1,0.6,.222,2.8,5.6,.510,.493,1.7,2.4,.725,0.5,1.8,2.3,1.4,1.2,0.5,1.7,2.1,7.8
