,player_id,Season,Team,Lg,Salary
0,abdursh01,1996-97,Vancouver Grizzlies,NBA,"$2,186,000"
1,abdursh01,1999-00,Vancouver Grizzlies,NBA,"$9,000,000"
2,abdursh01,2000-01,Vancouver Grizzlies,NBA,"$10,130,000"
3,abdursh01,2001-02,Atlanta Hawks,NBA,"$11,250,000"
4,abdursh01,2002-03,Atlanta Hawks,NBA,"$12,375,000"
5,abdursh01,2003-04,Atlanta Hawks,NBA,"$13,500,000"
6,abdursh01,2004-05,Portland Trail Blazers,NBA,"$14,625,000"
7,abdursh01,2005-06,Sacramento Kings,NBA,"$5,000,000"
8,abdursh01,2006-07,Sacramento Kings,NBA,"$5,400,000"
9,abdursh01,2007-08,Sacramento Kings,NBA,"$5,800,000"
10,abdursh01,2009-10,Sacramento Kings,NBA,"$6,600,000"
11,ackeral01,2005-06,Detroit Pistons,NBA,"$398,762"
12,ackeral01,2006-07,Detroit Pistons,NBA,"$839,209"
13,ackeral01,2008-09,Los Angeles Clippers,NBA,"$711,517"
14,acyqu01,2012-13,Toronto Raptors,NBA,"$665,000"
15,acyqu01,2013-14,Toronto Raptors,NBA,"$788,872"
16,acyqu01,2014-15,New York Knicks,NBA,"$915,243"
17,acyqu01,2015-16,Sacramento Kings,NBA,"$981,348"
18,adamsha01,2006-07,New Jersey Nets,NBA,"$412,718"
19,adamsha01,2008-09,Los Angeles Clippers,NBA,"$297,163"
20,adamsjo01,2014-15,Memphis Grizzlies,NBA,"$1,344,120"
21,adamsjo01,2015-16,Memphis Grizzlies,NBA,"$1,404,600"
22,adamsst01,2013-14,Oklahoma City Thunder,NBA,"$2,090,880"
23,adamsst01,2014-15,Oklahoma City Thunder,NBA,"$2,184,960"
24,adamsst01,2015-16,Oklahoma City Thunder,NBA,"$2,279,040"
25,adrieje01,2010-11,Golden State Warriors,NBA,"$342,666"
26,adrieje01,2011-12,Houston Rockets,NBA,"$270,427"
27,adrieje01,2012-13,Charlotte Bobcats,NBA,"$804,131"
28,adrieje01,2013-14,Charlotte Bobcats,NBA,"$916,099"
29,adrieje01,2014-15,Houston Rockets,NBA,"$981,084"
30,afflaar01,2007-08,Detroit Pistons,NBA,"$944,520"
31,afflaar01,2008-09,Detroit Pistons,NBA,"$1,015,440"
32,afflaar01,2009-10,Denver Nuggets,NBA,"$1,086,240"
33,afflaar01,2010-11,Denver Nuggets,NBA,"$1,959,577"
34,afflaar01,2011-12,Denver Nuggets,NBA,"$7,562,500"
35,afflaar01,2012-13,Orlando Magic,NBA,"$7,750,000"
36,afflaar01,2013-14,Orlando Magic,NBA,"$7,312,500"
37,afflaar01,2014-15,Portland Trail Blazers,NBA,"$7,750,000"
38,afflaar01,2015-16,New York Knicks,NBA,"$8,000,000"
39,agerma01,2006-07,Dallas Mavericks,NBA,"$906,480"
40,agerma01,2007-08,New Jersey Nets,NBA,"$974,400"
41,agerma01,2008-09,New Jersey Nets,NBA,"$1,042,440"
42,agerma01,2010-11,Minnesota Timberwolves,NBA,"$83,305"
43,ahearbl01,2008-09,San Antonio Spurs,NBA,"$125,562"
44,ajincal01,2008-09,Charlotte Bobcats,NBA,"$1,276,320"
45,ajincal01,2009-10,Charlotte Bobcats,NBA,"$1,372,080"
46,ajincal01,2010-11,Toronto Raptors,NBA,"$1,467,840"
47,ajincal01,2014-15,New Orleans Pelicans,NBA,"$981,084"
48,ajincal01,2015-16,New Orleans Pelicans,NBA,"$4,300,000"
49,akognjo01,2013-14,Memphis Grizzlies,NBA,"$788,872"
50,alabiso01,2010-11,Toronto Raptors,NBA,"$770,000"
51,alabiso01,2011-12,Toronto Raptors,NBA,"$830,000"
52,aldemfu01,2014-15,Philadelphia 76ers,NBA,"$3,000,000"
53,aldemfu01,2015-16,Philadelphia 76ers,NBA,"$3,000,000"
54,aldrico01,2010-11,Oklahoma City Thunder,NBA,"$2,126,520"
55,aldrico01,2011-12,Oklahoma City Thunder,NBA,"$2,286,000"
56,aldrico01,2012-13,Sacramento Kings,NBA,"$2,445,480"
57,aldrico01,2014-15,New York Knicks,NBA,"$981,084"
58,aldrico01,2015-16,Los Angeles Clippers,NBA,"$1,100,600"
59,aldrila01,2006-07,Portland Trail Blazers,NBA,"$4,027,320"
60,aldrila01,2007-08,Portland Trail Blazers,NBA,"$4,329,360"
61,aldrila01,2008-09,Portland Trail Blazers,NBA,"$4,631,400"
62,aldrila01,2009-10,Portland Trail Blazers,NBA,"$5,844,827"
63,aldrila01,2010-11,Portland Trail Blazers,NBA,"$11,244,000"
64,aldrila01,2011-12,Portland Trail Blazers,NBA,"$12,372,000"
65,aldrila01,2012-13,Portland Trail Blazers,NBA,"$13,500,000"
66,aldrila01,2013-14,Portland Trail Blazers,NBA,"$14,128,000"
67,aldrila01,2014-15,Portland Trail Blazers,NBA,"$16,006,000"
68,aldrila01,2015-16,San Antonio Spurs,NBA,"$19,500,000"
69,alexajo01,2008-09,Milwaukee Bucks,NBA,"$2,403,120"
70,alexajo01,2009-10,Chicago Bulls,NBA,"$2,583,360"
71,alexajo01,2010-11,New Orleans Hornets,NBA,"$90,465"
72,allenla01,2011-12,Philadelphia 76ers,NBA,"$473,604"
73,allenla01,2012-13,Philadelphia 76ers,NBA,"$3,000,000"
74,allenla01,2013-14,Philadelphia 76ers,NBA,"$3,060,000"
75,allenla01,2014-15,Indiana Pacers,NBA,"$948,163"
76,allenla01,2015-16,Indiana Pacers,NBA,"$3,700,000"
77,allenma01,2001-02,Miami Heat,NBA,"$332,817"
78,allenma01,2002-03,Miami Heat,NBA,"$512,435"
79,allenma01,2003-04,Miami Heat,NBA,"$1,510,000"
80,allenma01,2004-05,Miami Heat,NBA,"$1,950,625"
81,allenma01,2005-06,Chicago Bulls,NBA,"$1,670,000"
82,allenma01,2006-07,Chicago Bulls,NBA,"$1,803,600"
83,allenma01,2007-08,Dallas Mavericks,NBA,"$998,398"
84,allenma01,2008-09,Milwaukee Bucks,NBA,"$1,300,000"
85,allenma01,2009-10,Denver Nuggets,NBA,"$1,300,000"
86,allenma01,2010-11,Orlando Magic,NBA,"$1,229,255"
87,allenra02,1996-97,Milwaukee Bucks,NBA,"$1,785,000"
88,allenra02,1997-98,Milwaukee Bucks,NBA,"$2,052,360"
89,allenra02,1998-99,Milwaukee Bucks,NBA,"$2,320,000"
90,allenra02,1999-00,Milwaukee Bucks,NBA,"$9,000,000"
91,allenra02,2000-01,Milwaukee Bucks,NBA,"$10,130,000"
92,allenra02,2001-02,Milwaukee Bucks,NBA,"$11,250,000"
93,allenra02,2002-03,Milwaukee Bucks,NBA,"$12,375,000"
94,allenra02,2003-04,Seattle SuperSonics,NBA,"$13,500,000"
95,allenra02,2004-05,Seattle SuperSonics,NBA,"$14,625,000"
96,allenra02,2005-06,Seattle SuperSonics,NBA,"$13,223,140"
97,allenra02,2006-07,Seattle SuperSonics,NBA,"$14,611,570"
98,allenra02,2007-08,Boston Celtics,NBA,"$16,000,000"
99,allenra02,2008-09,Boston Celtics,NBA,"$18,388,430"
100,allenra02,2009-10,Boston Celtics,NBA,"$18,776,860"
101,allenra02,2010-11,Boston Celtics,NBA,"$10,000,000"
102,allenra02,2011-12,Boston Celtics,NBA,"$10,000,000"
103,allenra02,2012-13,Miami Heat,NBA,"$3,090,000"
104,allenra02,2013-14,Miami Heat,NBA,"$3,229,050"
105,allento01,2004-05,Boston Celtics,NBA,"$901,920"
106,allento01,2005-06,Boston Celtics,NBA,"$969,696"
107,allento01,2006-07,Boston Celtics,NBA,"$1,037,280"
108,allento01,2007-08,Boston Celtics,NBA,"$1,868,141"
109,allento01,2008-09,Boston Celtics,NBA,"$2,500,000"
110,allento01,2009-10,Boston Celtics,NBA,"$2,500,000"
111,allento01,2010-11,Memphis Grizzlies,NBA,"$3,000,000"
112,allento01,2011-12,Memphis Grizzlies,NBA,"$3,150,000"
113,allento01,2012-13,Memphis Grizzlies,NBA,"$3,300,000"
114,allento01,2013-14,Memphis Grizzlies,NBA,"$4,494,382"
115,allento01,2014-15,Memphis Grizzlies,NBA,"$4,831,461"
116,allento01,2015-16,Memphis Grizzlies,NBA,"$5,168,539"
117,almonmo01,2007-08,Utah Jazz,NBA,"$1,005,960"
118,almonmo01,2008-09,Utah Jazz,NBA,"$1,081,440"
119,alstora01,1999-00,Milwaukee Bucks,NBA,"$301,875"
120,alstora01,2000-01,Milwaukee Bucks,NBA,"$423,500"
121,alstora01,2001-02,Milwaukee Bucks,NBA,"$625,000"
122,alstora01,2002-03,Toronto Raptors,NBA,"$37,344"
123,alstora01,2003-04,Miami Heat,NBA,"$688,679"
124,alstora01,2004-05,Toronto Raptors,NBA,"$3,500,000"
125,alstora01,2005-06,Houston Rockets,NBA,"$3,850,000"
126,alstora01,2006-07,Houston Rockets,NBA,"$4,200,000"
127,alstora01,2007-08,Houston Rockets,NBA,"$4,550,000"
128,alstora01,2008-09,Orlando Magic,NBA,"$4,900,000"
129,alstora01,2009-10,New Jersey Nets,NBA,"$4,300,000"
130,alstora01,2009-10,Miami Heat,NBA,"$753,133"
131,aminual01,2010-11,Los Angeles Clippers,NBA,"$2,563,320"
132,aminual01,2011-12,New Orleans Hornets,NBA,"$2,755,560"
133,aminual01,2012-13,New Orleans Hornets,NBA,"$2,947,800"
134,aminual01,2013-14,New Orleans Pelicans,NBA,"$3,700,000"
135,aminual01,2014-15,Dallas Mavericks,NBA,"$981,084"
136,aminual01,2015-16,Portland Trail Blazers,NBA,"$7,500,000"
137,amundlo01,2006-07,Philadelphia 76ers,NBA,"$105,696"
138,amundlo01,2006-07,Sacramento Kings,NBA,"$75,000"
139,amundlo01,2006-07,Utah Jazz,NBA,"$35,232"
140,amundlo01,2007-08,Philadelphia 76ers,NBA,"$687,456"
141,amundlo01,2008-09,Phoenix Suns,NBA,"$797,581"
142,amundlo01,2009-10,Phoenix Suns,NBA,"$855,189"
143,amundlo01,2010-11,Golden State Warriors,NBA,"$2,225,000"
144,amundlo01,2011-12,Indiana Pacers,NBA,"$2,403,000"
145,amundlo01,2012-13,Minnesota Timberwolves,NBA,"$1,069,509"
146,amundlo01,2014-15,New York Knicks,NBA,"$409,167"
147,amundlo01,2015-16,New York Knicks,NBA,"$1,650,000"
148,anderch01,2001-02,Denver Nuggets,NBA,"$288,171"
149,anderch01,2002-03,Denver Nuggets,NBA,"$512,435"
150,anderch01,2003-04,Denver Nuggets,NBA,"$638,679"
151,anderch01,2004-05,New Orleans Hornets,NBA,"$1,600,000"
152,anderch01,2005-06,New Orleans/Oklahoma City Hornets,NBA,"$3,500,000"
153,anderch01,2008-09,Denver Nuggets,NBA,"$998,398"
154,anderch01,2009-10,Denver Nuggets,NBA,"$3,650,000"
155,anderch01,2010-11,Denver Nuggets,NBA,"$4,533,300"
156,anderch01,2011-12,Denver Nuggets,NBA,"$4,234,000"
157,anderch01,2012-13,Denver Nuggets,NBA,"$4,526,000"
158,anderch01,2012-13,Miami Heat,NBA,"$699,952"
159,anderch01,2013-14,Miami Heat,NBA,"$1,399,507"
160,anderch01,2014-15,Miami Heat,NBA,"$5,375,000"
161,anderch01,2015-16,Memphis Grizzlies,NBA,"$5,000,000"
162,anderda03,2009-10,Houston Rockets,NBA,"$2,300,000"
163,anderda03,2010-11,New Orleans Hornets,NBA,"$2,500,000"
164,anderal01,2005-06,Charlotte Bobcats,NBA,"$398,762"
165,anderal01,2006-07,Charlotte Bobcats,NBA,"$102,131"
166,anderal01,2012-13,Toronto Raptors,NBA,"$885,120"
167,anderal01,2013-14,Brooklyn Nets,NBA,"$947,907"
168,anderal01,2014-15,Brooklyn Nets,NBA,"$1,276,061"
169,anderal01,2015-16,Washington Wizards,NBA,"$4,000,000"
170,anderde01,1997-98,Cleveland Cavaliers,NBA,"$1,107,240"
171,anderde01,1998-99,Cleveland Cavaliers,NBA,"$1,273,000"
172,anderde01,1999-00,Los Angeles Clippers,NBA,"$1,439,400"
173,anderde01,2000-01,San Antonio Spurs,NBA,"$2,250,000"
174,anderde01,2001-02,Portland Trail Blazers,NBA,"$6,495,000"
175,anderde01,2002-03,Portland Trail Blazers,NBA,"$7,144,500"
176,anderde01,2003-04,Portland Trail Blazers,NBA,"$7,794,000"
177,anderde01,2004-05,Portland Trail Blazers,NBA,"$8,443,500"
178,anderde01,2005-06,Portland Trail Blazers,NBA,"$9,093,000"
179,anderde01,2005-06,Houston Rockets,NBA,"$1,670,000"
180,anderde01,2006-07,Portland Trail Blazers,NBA,"$9,742,500"
181,anderde01,2006-07,Charlotte Bobcats,NBA,"$901,397"
182,anderde01,2006-07,Miami Heat,NBA,"$400,000"
183,anderde01,2007-08,Charlotte Bobcats,NBA,"$1,219,590"
184,anderja01,2010-11,San Antonio Spurs,NBA,"$1,361,400"
185,anderja01,2011-12,San Antonio Spurs,NBA,"$1,463,520"
186,anderja01,2012-13,Houston Rockets,NBA,"$472,427"
187,anderja01,2012-13,San Antonio Spurs,NBA,"$145,749"
188,anderja01,2013-14,Philadelphia 76ers,NBA,"$916,099"
189,anderja01,2015-16,Sacramento Kings,NBA,"$1,015,421"
190,anderky01,2014-15,San Antonio Spurs,NBA,"$1,093,680"
191,anderky01,2015-16,San Antonio Spurs,NBA,"$1,142,879"
192,anderry01,2008-09,New Jersey Nets,NBA,"$1,225,200"
193,anderry01,2009-10,Orlando Magic,NBA,"$1,317,120"
194,anderry01,2010-11,Orlando Magic,NBA,"$1,409,040"
195,anderry01,2011-12,Orlando Magic,NBA,"$2,244,601"
196,anderry01,2012-13,New Orleans Hornets,NBA,"$8,700,000"
197,anderry01,2013-14,New Orleans Pelicans,NBA,"$8,308,500"
198,anderry01,2014-15,New Orleans Pelicans,NBA,"$8,491,500"
199,anderry01,2015-16,New Orleans Pelicans,NBA,"$8,500,000"
200,andersh01,1996-97,Utah Jazz,NBA,"$220,000"
201,andersh01,1997-98,Utah Jazz,NBA,"$1,200,000"
202,andersh01,1998-99,Utah Jazz,NBA,"$1,300,000"
203,andersh01,1999-00,Houston Rockets,NBA,"$2,000,000"
204,andersh01,2000-01,Houston Rockets,NBA,"$2,200,000"
205,andersh01,2001-02,New York Knicks,NBA,"$5,500,000"
206,andersh01,2002-03,New York Knicks,NBA,"$6,100,000"
207,andersh01,2003-04,New York Knicks,NBA,"$6,700,000"
208,andersh01,2004-05,New York Knicks,NBA,"$7,300,000"
209,andersh01,2004-05,Miami Heat,NBA,"$873,699"
210,andersh01,2005-06,New York Knicks,NBA,"$7,900,000"
211,andersh01,2005-06,Miami Heat,NBA,"$1,035,000"
212,andersh01,2006-07,New York Knicks,NBA,"$7,244,726"
213,andrima01,2005-06,Cleveland Cavaliers,NBA,"$398,762"
214,andrima01,2006-07,Chicago Bulls,NBA,"$664,209"
215,antetgi01,2013-14,Milwaukee Bucks,NBA,"$1,792,560"
216,antetgi01,2014-15,Milwaukee Bucks,NBA,"$1,873,200"
217,antetgi01,2015-16,Milwaukee Bucks,NBA,"$1,953,960"
218,anthoca01,2003-04,Denver Nuggets,NBA,"$3,229,200"
219,anthoca01,2004-05,Denver Nuggets,NBA,"$3,471,360"
220,anthoca01,2005-06,Denver Nuggets,NBA,"$3,713,640"
221,anthoca01,2006-07,Denver Nuggets,NBA,"$4,694,041"
222,anthoca01,2007-08,Denver Nuggets,NBA,"$13,041,250"
223,anthoca01,2008-09,Denver Nuggets,NBA,"$14,410,581"
224,anthoca01,2009-10,Denver Nuggets,NBA,"$15,779,912"
225,anthoca01,2010-11,New York Knicks,NBA,"$17,149,243"
226,anthoca01,2011-12,New York Knicks,NBA,"$18,518,574"
227,anthoca01,2012-13,New York Knicks,NBA,"$19,450,000"
228,anthoca01,2013-14,New York Knicks,NBA,"$22,407,474"
229,anthoca01,2014-15,New York Knicks,NBA,"$22,458,000"
230,anthoca01,2015-16,New York Knicks,NBA,"$22,875,000"
231,anthojo01,2007-08,Miami Heat,NBA,"$427,163"
232,anthojo01,2008-09,Miami Heat,NBA,"$711,517"
233,anthojo01,2009-10,Miami Heat,NBA,"$825,497"
234,anthojo01,2010-11,Miami Heat,NBA,"$3,300,000"
235,anthojo01,2011-12,Miami Heat,NBA,"$3,600,000"
236,anthojo01,2012-13,Miami Heat,NBA,"$3,750,000"
237,anthojo01,2013-14,Miami Heat,NBA,"$3,800,000"
238,anthojo01,2014-15,Detroit Pistons,NBA,"$3,800,000"
239,anthojo01,2015-16,Detroit Pistons,NBA,"$2,500,000"
240,anticpe01,2014-15,Atlanta Hawks,NBA,"$1,250,000"
241,araujra01,2004-05,Toronto Raptors,NBA,"$2,082,720"
242,araujra01,2005-06,Toronto Raptors,NBA,"$2,238,960"
243,araujra01,2006-07,Utah Jazz,NBA,"$2,395,200"
244,arenagi01,2001-02,Golden State Warriors,NBA,"$332,817"
245,arenagi01,2002-03,Golden State Warriors,NBA,"$512,435"
246,arenagi01,2003-04,Washington Wizards,NBA,"$8,536,000"
247,arenagi01,2004-05,Washington Wizards,NBA,"$9,389,600"
248,arenagi01,2005-06,Washington Wizards,NBA,"$10,243,200"
249,arenagi01,2006-07,Washington Wizards,NBA,"$11,096,800"
250,arenagi01,2007-08,Washington Wizards,NBA,"$11,950,400"
251,arenagi01,2008-09,Washington Wizards,NBA,"$14,653,466"
252,arenagi01,2009-10,Washington Wizards,NBA,"$16,192,080"
253,arenagi01,2010-11,Orlando Magic,NBA,"$17,730,694"
254,arenagi01,2011-12,Orlando Magic,NBA,"$19,269,307"
255,arenagi01,2012-13,Orlando Magic,NBA,"$20,807,922"
256,arizatr01,2004-05,New York Knicks,NBA,"$385,277"
257,arizatr01,2005-06,New York Knicks,NBA,"$682,051"
258,arizatr01,2006-07,Orlando Magic,NBA,"$3,100,000"
259,arizatr01,2007-08,Los Angeles Lakers,NBA,"$3,100,000"
260,arizatr01,2008-09,Los Angeles Lakers,NBA,"$3,100,000"
261,arizatr01,2009-10,Houston Rockets,NBA,"$5,854,000"
262,arizatr01,2010-11,New Orleans Hornets,NBA,"$6,322,320"
263,arizatr01,2011-12,New Orleans Hornets,NBA,"$6,790,640"
264,arizatr01,2012-13,Washington Wizards,NBA,"$7,258,960"
265,arizatr01,2013-14,Washington Wizards,NBA,"$7,727,280"
266,arizatr01,2014-15,Houston Rockets,NBA,"$8,579,089"
267,arizatr01,2015-16,Houston Rockets,NBA,"$8,193,030"
268,armstda01,1995-96,Orlando Magic,NBA,"$350,000"
269,armstda01,1996-97,Orlando Magic,NBA,"$410,000"
270,armstda01,1997-98,Orlando Magic,NBA,"$350,000"
271,armstda01,1998-99,Orlando Magic,NBA,"$2,900,000"
272,armstda01,1999-00,Orlando Magic,NBA,"$4,125,000"
273,armstda01,2000-01,Orlando Magic,NBA,"$3,100,000"
274,armstda01,2001-02,Orlando Magic,NBA,"$4,005,000"
275,armstda01,2002-03,Orlando Magic,NBA,"$4,010,000"
276,armstda01,2003-04,New Orleans Hornets,NBA,"$2,475,000"
277,armstda01,2004-05,Dallas Mavericks,NBA,"$2,275,000"
278,armstda01,2005-06,Dallas Mavericks,NBA,"$1,138,500"
279,armstda01,2006-07,Indiana Pacers,NBA,"$1,178,348"
280,armstda01,2007-08,New Jersey Nets,NBA,"$1,219,590"
281,armsthi01,2006-07,New Orleans/Oklahoma City Hornets,NBA,"$1,767,600"
282,armsthi01,2007-08,New Orleans Hornets,NBA,"$1,900,200"
283,armsthi01,2008-09,New Orleans Hornets,NBA,"$2,032,800"
284,armsthi01,2009-10,Houston Rockets,NBA,"$2,801,198"
285,armsthi01,2010-11,Atlanta Hawks,NBA,"$992,680"
286,arroyca01,2001-02,Toronto Raptors,NBA,"$332,817"
287,arroyca01,2002-03,Utah Jazz,NBA,"$546,000"
288,arroyca01,2003-04,Utah Jazz,NBA,"$800,000"
289,arroyca01,2004-05,Utah Jazz,NBA,"$4,000,000"
290,arroyca01,2005-06,Detroit Pistons,NBA,"$4,000,000"
291,arroyca01,2006-07,Orlando Magic,NBA,"$4,100,000"
292,arroyca01,2007-08,Orlando Magic,NBA,"$4,100,000"
293,arroyca01,2009-10,Miami Heat,NBA,"$1,107,572"
294,arroyca01,2010-11,Miami Heat,NBA,"$1,223,166"
295,arthuda01,2008-09,Memphis Grizzlies,NBA,"$977,160"
296,arthuda01,2009-10,Memphis Grizzlies,NBA,"$1,050,480"
297,arthuda01,2010-11,Memphis Grizzlies,NBA,"$1,123,680"
298,arthuda01,2011-12,Memphis Grizzlies,NBA,"$2,027,119"
299,arthuda01,2012-13,Memphis Grizzlies,NBA,"$3,006,217"
300,arthuda01,2013-14,Denver Nuggets,NBA,"$3,231,683"
301,arthuda01,2014-15,Denver Nuggets,NBA,"$3,457,149"
302,arthuda01,2015-16,Denver Nuggets,NBA,"$2,814,000"
303,asikom01,2010-11,Chicago Bulls,NBA,"$1,721,000"
304,asikom01,2011-12,Chicago Bulls,NBA,"$1,857,500"
305,asikom01,2012-13,Houston Rockets,NBA,"$8,374,646"
306,asikom01,2013-14,Houston Rockets,NBA,"$8,374,646"
307,asikom01,2014-15,New Orleans Pelicans,NBA,"$8,374,646"
308,asikom01,2015-16,New Orleans Pelicans,NBA,"$11,000,000"
309,atkinch01,1999-00,Orlando Magic,NBA,"$385,000"
310,atkinch01,2000-01,Detroit Pistons,NBA,"$3,000,000"
311,atkinch01,2001-02,Detroit Pistons,NBA,"$3,300,000"
312,atkinch01,2002-03,Detroit Pistons,NBA,"$3,600,000"
313,atkinch01,2003-04,Detroit Pistons,NBA,"$3,900,000"
314,atkinch01,2004-05,Los Angeles Lakers,NBA,"$4,200,000"
315,atkinch01,2005-06,Washington Wizards,NBA,"$4,500,000"
316,atkinch01,2006-07,Memphis Grizzlies,NBA,"$3,000,000"
317,atkinch01,2007-08,Denver Nuggets,NBA,"$3,000,000"
318,atkinch01,2008-09,Oklahoma City Thunder,NBA,"$3,240,000"
319,atkinch01,2009-10,Detroit Pistons,NBA,"$1,306,455"
320,atkinch01,2009-10,Minnesota Timberwolves,NBA,"$760,000"
321,augmost01,1991-92,Atlanta Hawks,NBA,"$875,000"
322,augmost01,1992-93,Atlanta Hawks,NBA,"$1,138,000"
323,augmost01,1993-94,Atlanta Hawks,NBA,"$1,400,000"
324,augmost01,1994-95,Atlanta Hawks,NBA,"$1,662,500"
325,augmost01,1995-96,Atlanta Hawks,NBA,"$2,160,000"
326,augmost01,1996-97,Detroit Pistons,NBA,"$2,480,000"
327,augmost01,1997-98,Portland Trail Blazers,NBA,"$2,800,000"
328,augmost01,1998-99,Portland Trail Blazers,NBA,"$3,200,000"
329,augmost01,1999-00,Houston Rockets,NBA,"$3,450,000"
330,augmost01,1999-00,Portland Trail Blazers,NBA,"$510,000"
331,augmost01,2000-01,Portland Trail Blazers,NBA,"$923,500"
332,augmost01,2001-02,Charlotte Hornets,NBA,"$2,400,000"
333,augmost01,2002-03,New Orleans Hornets,NBA,"$2,400,000"
334,augmost01,2003-04,New Orleans Hornets,NBA,"$2,400,000"
335,augmost01,2004-05,Orlando Magic,NBA,"$1,100,000"
336,augmost01,2005-06,Orlando Magic,NBA,"$1,138,500"
337,augusdj01,2008-09,Charlotte Bobcats,NBA,"$2,208,960"
338,augusdj01,2009-10,Charlotte Bobcats,NBA,"$2,385,480"
339,augusdj01,2010-11,Charlotte Bobcats,NBA,"$2,540,400"
340,augusdj01,2011-12,Charlotte Bobcats,NBA,"$3,236,470"
341,augusdj01,2012-13,Indiana Pacers,NBA,"$3,500,000"
342,augusdj01,2013-14,Toronto Raptors,NBA,"$1,267,000"
343,augusdj01,2014-15,Oklahoma City Thunder,NBA,"$3,000,000"
344,augusdj01,2015-16,Denver Nuggets,NBA,"$3,000,000"
345,augusja01,2006-07,Orlando Magic,NBA,"$412,718"
346,augusja01,2007-08,Orlando Magic,NBA,"$687,456"
347,ayongu01,2011-12,New Orleans Hornets,NBA,"$1,567,500"
348,ayongu01,2012-13,Milwaukee Bucks,NBA,"$1,500,000"
349,ayongu01,2013-14,Atlanta Hawks,NBA,"$1,500,000"
350,pendeje02,2009-10,Portland Trail Blazers,NBA,"$457,588"
351,pendeje02,2011-12,Indiana Pacers,NBA,"$1,500,000"
352,pendeje02,2012-13,Indiana Pacers,NBA,"$1,500,000"
353,pendeje02,2013-14,San Antonio Spurs,NBA,"$1,750,000"
354,pendeje02,2014-15,San Antonio Spurs,NBA,"$1,828,750"
355,pendeje02,2015-16,Los Angeles Clippers,NBA,"$317,232"
356,azubuke01,2006-07,Golden State Warriors,NBA,"$251,657"
357,azubuke01,2006-07,Houston Rockets,NBA,"$50,000"
358,azubuke01,2007-08,Golden State Warriors,NBA,"$687,456"
359,azubuke01,2008-09,Golden State Warriors,NBA,"$2,900,000"
360,azubuke01,2009-10,Golden State Warriors,NBA,"$3,132,000"
361,azubuke01,2010-11,New York Knicks,NBA,"$3,300,000"
362,azubuke01,2012-13,Cleveland Cavaliers,NBA,"$885,120"
363,babbch01,2014-15,Boston Celtics,NBA,"$48,028"
364,babbilu01,2010-11,Portland Trail Blazers,NBA,"$1,645,440"
365,babbilu01,2011-12,Portland Trail Blazers,NBA,"$1,768,800"
366,babbilu01,2012-13,Portland Trail Blazers,NBA,"$1,892,280"
367,babbilu01,2014-15,New Orleans Pelicans,NBA,"$981,084"
368,babbilu01,2015-16,New Orleans Pelicans,NBA,"$1,100,000"
369,bairsca01,2014-15,Chicago Bulls,NBA,"$507,336"
370,bairsca01,2015-16,Chicago Bulls,NBA,"$845,059"
371,bakervi01,1993-94,Milwaukee Bucks,NBA,"$866,000"
372,bakervi01,1994-95,Milwaukee Bucks,NBA,"$1,065,300"
373,bakervi01,1995-96,Milwaukee Bucks,NBA,"$3,765,000"
374,bakervi01,1996-97,Milwaukee Bucks,NBA,"$3,765,000"
375,bakervi01,1997-98,Seattle SuperSonics,NBA,"$4,064,373"
376,bakervi01,1998-99,Seattle SuperSonics,NBA,"$4,264,000"
377,bakervi01,1999-00,Seattle SuperSonics,NBA,"$9,000,000"
378,bakervi01,2000-01,Seattle SuperSonics,NBA,"$10,130,000"
379,bakervi01,2001-02,Seattle SuperSonics,NBA,"$11,250,000"
380,bakervi01,2002-03,Boston Celtics,NBA,"$12,375,000"
381,bakervi01,2003-04,Boston Celtics,NBA,"$13,500,000"
382,bakervi01,2004-05,Boston Celtics,NBA,"$5,333,333"
383,bakervi01,2004-05,New York Knicks,NBA,"$3,500,000"
384,bakervi01,2005-06,Boston Celtics,NBA,"$5,333,333"
385,bakervi01,2005-06,Houston Rockets,NBA,"$3,850,000"
386,bakervi01,2006-07,Boston Celtics,NBA,"$5,243,334"
387,bakervi01,2006-07,Minnesota Timberwolves,NBA,"$86,221"
388,balkmre01,2006-07,New York Knicks,NBA,"$1,191,240"
389,balkmre01,2007-08,New York Knicks,NBA,"$1,280,640"
390,balkmre01,2008-09,Denver Nuggets,NBA,"$1,369,920"
391,balkmre01,2009-10,Denver Nuggets,NBA,"$2,112,417"
392,balkmre01,2010-11,New York Knicks,NBA,"$1,675,000"
393,balkmre01,2011-12,New York Knicks,NBA,"$1,675,000"
394,balkmre01,2012-13,New York Knicks,NBA,"$1,675,000"
395,banksma01,2003-04,Boston Celtics,NBA,"$1,499,400"
396,banksma01,2004-05,Boston Celtics,NBA,"$1,611,840"
397,banksma01,2005-06,Boston Celtics,NBA,"$1,724,280"
398,banksma01,2006-07,Phoenix Suns,NBA,"$3,672,414"
399,banksma01,2007-08,Miami Heat,NBA,"$3,966,207"
400,banksma01,2008-09,Toronto Raptors,NBA,"$4,260,000"
401,banksma01,2009-10,Toronto Raptors,NBA,"$4,553,793"
402,banksma01,2010-11,New Orleans Hornets,NBA,"$4,847,586"
403,barbole01,2003-04,Phoenix Suns,NBA,"$809,280"
404,barbole01,2004-05,Phoenix Suns,NBA,"$870,000"
405,barbole01,2005-06,Phoenix Suns,NBA,"$930,600"
